Date ,Water meter Reading (m3),Daily Water consumption (m3),Water meter Reading Morning(m3),Water Consumption Night (m3),Boster pump discharge pressure Bar morning/evening,Remarks,Energy meter Readings MDB1 in KWH ADDC,MDB 01 DAILY CONSUMPTION in KWH,Energy meter Readings MDB2 in KWH ADDC,MDB 02 DAILY CONSUMPTION  in KWH,MDB01 & MDB 02 DAILY TOTAL UNIT  in KWH,MDB01 & MDB 02 DAILY TOTAL UNIT  in KWH,HR & Finance Office SMDB 05  in KWH,HR & Finance office Consumption  in KWH,Canteen FDB 04  in KWH,Canteen Second DB in KWH,Canteen Consumption in KWH,Admin FDB 05 in KWH,Admin Ext. DB in KWH,Admin Consumption in KWH,"HR,CANTEEN & ADMIN DAILY TOTAL in KWH",FACTORY DAILY CONSUMPTION  in KWH,FACTORY DAILY CONSUMPTION  in KWH for Daily KPI Disply presentation reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-24,91210.58,145.33,,,4.0/4.0,,2144804,3629,2044144,4119,7748,7748,199270,297,144713,180348,239,317304,406616,538,1074,6674,6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-May-24,91362.42,151.84,,,4.0/4.0,,2148415,3611,2048346,4202,7813,7813,199537,267,144838,180496,273,317567,406850,497,1037,6776,6776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-May-24,91362.42,0,,,4.0/4.0,,2148415,0,2048346,0,0,0,199537,0,144838,180496,0,317567,406850,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-May-24,91592.87,230.45,,,4.0/4.0,,2151783,3368,2051985,3639,7007,7007,199744,207,144961,180644,271,317835,407142,560,1038,5969,5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-May-24,91751.01,158.14,,,4.0/4.0,,2154733,2950,2055532,3547,6497,6497,199848,104,145057,180797,249,317940,407278,241,594,5903,5903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-24,91891.84,140.83,,,4.0/4.0,,2157045,2312,2058194,2662,4974,4974,199941,93,145185,180970,301,318080,407528,390,784,4190,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-May-24,91967.76,75.92,,,4.0/4.0,,2160009,2964,2061002,2808,5772,5772,200035,94,145281,181134,260,318289,407711,392,746,5026,5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-24,92020.42,52.66,,,4.0/4.0,,2163591,3582,2065922,4920,8502,8502,200353,318,145358,181213,156,318475,407977,452,926,7576,7576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-May-24,92111.98,91.56,,,4.0/4.0,,2167405,3814,2070501,4579,8393,8393,200596,243,145468,181365,262,318721,408265,534,1039,7354,7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-May-24,92195.84,83.86,,,4.0/4.0,,2170978,3573,2074657,4156,7729,7729,200810,214,145575,181514,256,318964,408514,492,962,6767,6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-May-24,92294.94,99.1,,,4.0/4.0,,2173367,2389,2077580,2923,5312,5312,200910,100,145641,181612,164,319421,408721,664,928,4384,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-May-24,92307.56,12.62,,,4.0/4.0,,2174401,1034,2078822,1242,2276,2276,200968,58,145711,181786,244,319625,408799,282,584,1692,1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-24,92398.62,91.06,,,4.0/4.0,,2177100,2699,2079999,1177,3876,3876,200999,31,145842,181812,157,319721,409129,426,614,3262,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-24,92496.82,98.2,,,4.0/4.0,,2179744,2644,2085576,5577,8221,8221,201100,101,145921,181921,188,319810,409254,214,503,7718,7718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-24,92563.69,66.87,,,4.0/4.0,,2183311,3567,2089833,4257,7824,7824,201404,304,146020,182135,313,319920,409549,405,1022,6802,6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May-24,92627.33,63.64,,,4.0/4.0,,2187032,3721,2094158,4325,8046,8046,201614,210,146122,182289,256,320196,409830,557,1023,7023,7023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-May-24,92689.01,61.68,,,4.0/4.0,,2190766,3734,2098563,4405,8139,8139,201820,206,146241,182445,275,320489,410134,597,1078,7061,7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-May-24,92751.26,62.25,,,4.0/4.0,,2194083,3317,2102064,3501,6818,6818,202030,210,146351,182589,254,320768,410416,561,1025,5793,5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-May-24,92807.21,55.95,,,4.0/4.0,,2197086,3003,2105704,3640,6643,6643,202141,111,146451,182743,254,320952,410622,390,755,5888,5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-24,92837.87,30.66,,,4.0/4.0,,2199133,2047,2108350,2646,4693,4693,202176,35,146528,182864,198,321093,410768,287,520,4173,4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-24,92909.39,71.52,,,4.0/4.0,,2202469,3336,2112195,3845,7181,7181,202351,175,146622,183009,239,321350,411019,508,922,6259,6259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-24,92991.09,81.7,,,4.0/4.0,,2206048,3579,2116358,4163,7742,7742,202534,183,146732,183152,253,321563,411268,462,898,6844,6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May-24,93075.76,84.67,,,4.0/4.0,,2209549,3501,2120509,4151,7652,7652,202736,202,146823,183289,228,321798,411526,493,923,6729,6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-May-24,93159.25,83.49,,,4.0/4.0,,2213593,4044,2125072,4563,8607,8607,202989,253,146975,183515,378,322075,411898,649,1280,7327,7327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-May-24,93312.56,153.31,,,4.0/4.0,,2217180,3587,2129171,4099,7686,7686,203207,218,147083,183661,254,322360,412287,674,1146,6540,6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May-24,93364.41,51.85,,,4.0/4.0,,2218840,1660,2131313,2142,3802,3802,203250,43,147161,183732,149,322396,412325,74,266,3536,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-24,93404.39,39.98,,,4.0/4.0,,2220555,1715,2133949,2636,4351,4351,203290,40,147256,183919,282,322531,412569,379,701,3650,3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-24,93492.61,88.22,,,4.0/4.0,,2224351,3796,2138427,4478,8274,8274,203562,272,147373,184068,266,322824,412710,434,972,7302,7302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-24,93577.82,85.21,,,4.0/4.0,,2228477,4126,2142916,4489,8615,8615,203863,301,147503,184212,274,323104,413221,791,1366,7249,7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May-24,93641.11,63.29,,,4.0/4.0,,2231672,3195,2146935,4019,7214,7214,204042,179,147606,184303,194,323301,413420,396,769,6445,6445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-May-24,93749.98,108.87,,,4.0/4.0,,2235414,3742,2151520,4585,8327,8327,204285,243,147719,184439,249,323544,413743,566,1058,7269,7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-May-24,93787.24,37.26,,,4.0/4.0,,2238467,3053,2155266,3746,6799,6799,204491,206,147818,184569,229,323729,414043,485,920,5879,5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-24,93836.12,48.88,,,4.0/4.0,,2240600,2133,2158177,2911,5044,5044,204589,98,147813,184781,207,323857,414312,397,702,4342,4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-24,93878.22,42.1,,,4.0/4.0,,2243061,2461,2161672,3495,5956,5956,204636,47,147987,184816,209,323907,414406,144,400,5556,5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jun-24,93981.41,103.19,,,4.0/4.0,,2246301,3240,2168120,6448,9688,9688,204876,240,148092,184986,275,324204,414838,729,1244,8444,8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-24,94072.22,90.81,,,4.0/4.0,,2250576,4275,2172563,4443,8718,8718,205177,301,148217,185145,284,324437,415159,554,1139,7579,7579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-24,94127.34,55.12,,,4.0/4.0,,2253700,3124,2176994,4431,7555,7555,205381,204,148319,185268,225,324614,415406,424,853,6702,6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jun-24,94217.36,90.02,,,4.0/4.0,,2257370,3670,2181905,4911,8581,8581,205749,368,148485,185485,383,325012,415909,901,1652,6929,6929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun-24,94291.16,73.8,,,4.0/4.0,,2260934,3564,2185210,3305,6869,6869,205900,151,148565,185559,154,325135,416048,262,567,6302,6302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-24,94356.64,65.48,,,4.0/4.0,,2263599,2665,2188916,3706,6371,6371,206030,130,148709,185731,316,325273,416266,356,802,5569,5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-24,94423.65,67.01,,,4.0/4.0,,2264941,1342,2191561,2645,3987,3987,206067,37,148769,185814,143,325342,416400,203,383,3604,3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-24,94466.01,42.36,,,4.0/4.0,,2268543,3602,2196382,4821,8423,8423,206294,227,148887,185974,278,325585,416764,607,1112,7311,7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-24,94561.41,95.4,,,4.0/4.0,,2272329,3786,2201295,4913,8699,8699,206579,285,149036,186126,301,325836,417131,618,1204,7495,7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-24,94651.02,89.61,,,4.0/4.0,,2276156,3827,2206446,5151,8978,8978,206929,350,149188,186289,315,326159,417562,754,1419,7559,7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-24,94742.71,91.69,,,4.0/4.0,,2279225,3069,2211625,5179,8248,8248,207220,291,149361,186446,330,326419,417971,669,1290,6958,6958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-24,94845.32,102.61,,,4.0/4.0,,2282301,3076,2216763,5138,8214,8214,207530,310,149515,186594,302,326669,418345,624,1236,6978,6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-24,94930.84,85.52,,,4.0/4.0,,2284535,2234,2219396,2633,4867,4867,207666,136,149656,186736,283,326767,418517,270,689,4178,4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-24,95005.91,75.07,,,4.0/4.0,,2287530,2995,2221827,2431,5426,5426,207738,72,149744,186839,191,326848,418668,232,495,4931,4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-24,95178.51,172.6,,,4.0/4.0,,2287530,0,2221827,0,0,0,207778,40,149802,186954,173,326939,418847,270,483,-483,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-24,95178.51,0,,,4.0/4.0,,2287530,0,2221827,0,0,0,207823,45,149841,187064,149,327025,419031,270,464,-464,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-24,95221.67,43.16,,,4.0/4.0,,2292566,5036,2228851,7024,12060,12060,208080,257,149996,187219,310,327296,419399,639,1206,10854,10854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-24,95337.41,115.74,,,4.0/4.0,,2296575,4009,2233421,4570,8579,8579,208375,295,150217,187381,383,327585,419826,716,1394,7185,7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-24,95490.62,153.21,,,4.0/4.0,,2301120,4545,2238850,5429,9974,9974,208742,367,150510,187550,462,327919,420351,859,1688,8286,8286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-24,95535.65,45.03,,,4.0/4.0,,2303061,1941,2241565,2715,4656,4656,208822,80,150616,187671,227,327969,420441,140,447,4209,4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-24,95603.25,67.6,,,4.0/4.0,,2305411,2350,2244959,3394,5744,5744,208911,89,150767,187799,279,328073,420620,283,651,5093,5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-24,95692.45,89.2,,,4.0/4.0,,2309509,4098,2250031,5072,9170,9170,209182,271,150918,187958,310,328371,421013,691,1272,7898,7898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-24,95803.41,110.96,,,4.0/4.0,,2313933,4424,2254964,4933,9357,9357,209514,332,151098,188199,421,328652,421432,700,1453,7904,7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jun-24,95912.19,108.78,,,4.0/4.0,,2318068,4135,2260037,5073,9208,9208,209795,281,151278,188276,257,328942,421839,697,1235,7973,7973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-24,96022.03,109.84,,,4.0/4.0,,2322243,4175,2264722,4685,8860,8860,209993,198,151446,188433,325,329251,422228,698,1221,7639,7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-24,96129.65,107.62,,,4.0/4.0,,2325748,3505,2268981,4259,7764,7764,210323,330,151625,188587,333,329504,422614,639,1302,6462,6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-24,96248.01,118.36,,,4.0/4.0,,2327911,2163,2272157,3176,5339,5339,210468,145,151748,188697,233,329611,422806,299,677,4662,4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-24,96323.94,75.93,,,4.0/4.0,,2330381,2470,2275340,3183,5653,5653,210479,11,151867,188849,271,329704,422961,248,530,5123,5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-24,96412.81,88.87,,,4.0/4.0,,2333884,3503,2279792,4452,7955,7955,210741,262,152028,189009,321,329989,423309,633,1216,6739,6739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-24,96520.85,108.04,,,4.0/4.0,,2338234,4350,2284751,4959,9309,9309,211077,336,152173,189164,300,330314,423723,739,1375,7934,7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-24,96636.39,115.54,,,4.0/4.0,,2342802,4568,2290776,6025,10593,10593,211384,307,152366,189323,352,330634,424128,725,1384,9209,9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
04-Jul-24,96749.45,113.06,,,4.0/4.0,,2347137,4335,2296666,5890,10225,10225,211729,345,152553,189483,347,330932,424568,738,1430,8795,8795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-24,96851.06,101.61,,,4.0/4.0,,2350506,3369,2301058,4392,7761,7761,212025,296,152711,189612,287,331190,424945,635,1218,6543,6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
